student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S5893,23,Other,3.7,2.9,0.8,No,91.1,9.9,Fair,4,Master,Poor,1,No,71.2
S5894,20,Other,5.3,1.2,1.7,Yes,71.7,9.3,Fair,5,None,Good,2,No,83.4
S5895,17,Male,0.9,0.9,0.5,No,82.7,9.9,Good,1,High School,Average,5,Yes,93.5
S5896,23,Female,2.9,4.7,5.3,Yes,57.4,4.1,Good,6,High School,Average,1,No,72.9
S5897,24,Female,5.1,4.9,4.5,No,98.1,4.9,Fair,2,Bachelor,Average,3,No,32.5
S5898,18,Female,3.0,5.6,0.2,No,89.5,7.5,Fair,9,High School,Average,10,No,68.3
S5899,23,Male,3.0,3.0,5.3,No,94.7,4.7,Good,9,None,Average,4,No,33.0
S5900,19,Other,5.2,2.6,4.9,No,77.2,6.8,Good,0,Bachelor,Poor,6,Yes,58.8
S5901,24,Female,7.2,5.6,1.0,No,92.7,7.0,Fair,0,High School,Good,5,No,83.1
S5902,19,Other,5.0,6.4,3.1,Yes,74.4,7.3,Good,1,None,Average,7,No,66.5
S5903,18,Other,3.0,1.1,1.9,Yes,75.9,8.6,Good,6,None,Average,3,Yes,52.2
S5904,23,Female,2.3,6.1,4.8,No,94.6,7.2,Fair,2,Bachelor,Poor,4,Yes,26.4
S5905,19,Female,6.5,4.0,2.8,No,92.4,6.5,Good,4,High School,Average,8,Yes,84.2
S5906,18,Female,7.9,6.2,0.7,Yes,62.8,6.3,Fair,5,Master,Average,2,Yes,88.0
S5907,18,Other,3.0,3.3,2.8,No,95.9,6.9,Fair,10,High School,Good,5,Yes,85.3
S5908,24,Male,3.8,3.4,5.2,Yes,85.2,9.3,Good,0,High School,Good,2,Yes,18.5
S5909,17,Other,8.1,2.9,1.9,No,94.5,8.5,Poor,0,Bachelor,Good,5,No,29.2
S5910,20,Female,5.0,0.2,4.7,Yes,88.0,9.9,Poor,9,Master,Average,5,No,88.0
S5911,20,Male,0.7,5.0,3.4,No,72.0,4.8,Good,9,Bachelor,Poor,9,Yes,35.7
S5912,17,Other,6.9,3.2,0.6,No,67.2,7.1,Fair,10,None,Average,10,Yes,92.9
S5913,22,Male,2.0,3.4,1.4,No,59.2,9.0,Fair,5,None,Poor,6,Yes,22.3
S5914,18,Female,0.6,5.2,5.2,Yes,75.5,5.9,Good,8,None,Good,3,Yes,67.4
S5915,24,Male,4.8,1.5,0.9,Yes,79.1,5.6,Fair,8,None,Good,7,No,54.9
S5916,23,Female,4.1,0.5,4.7,Yes,82.7,5.5,Poor,3,High School,Poor,10,No,65.7
S5917,24,Male,3.7,1.2,0.6,Yes,80.7,9.5,Good,0,Bachelor,Poor,10,No,74.9
S5918,18,Female,0.0,3.3,1.9,No,90.8,7.7,Fair,2,Bachelor,Average,9,No,83.2
S5919,22,Male,2.7,1.0,2.1,No,92.9,5.5,Poor,4,None,Average,10,Yes,82.0
S5920,24,Female,6.3,5.9,3.9,No,90.9,5.3,Poor,0,Master,Good,6,No,26.7
S5921,24,Other,4.6,2.5,1.5,No,85.3,6.8,Fair,2,High School,Average,9,No,46.2
S5922,17,Male,0.7,5.4,0.5,No,59.7,9.8,Good,6,Master,Poor,3,No,66.1
S5923,18,Female,6.6,1.3,5.1,Yes,58.4,3.6,Fair,8,High School,Average,3,No,71.5
S5924,19,Female,1.6,5.0,0.2,No,82.0,5.0,Poor,2,Bachelor,Poor,6,Yes,27.2
S5925,23,Other,6.5,5.4,0.0,Yes,66.7,3.7,Good,3,None,Average,7,Yes,38.9
S5926,23,Female,6.6,0.7,0.4,Yes,77.2,9.4,Fair,8,None,Poor,4,No,83.3
S5927,21,Female,8.3,3.9,1.1,No,67.9,8.3,Good,5,Master,Good,9,No,52.3
S5928,18,Other,3.4,0.1,2.4,No,89.6,5.6,Poor,1,High School,Average,10,Yes,47.7
S5929,22,Female,3.7,4.9,4.9,No,84.1,8.9,Fair,4,High School,Average,10,No,66.3
S5930,22,Male,5.3,0.9,2.9,Yes,57.6,6.1,Fair,9,None,Good,9,Yes,70.9
S5931,23,Male,3.6,5.3,0.6,No,57.2,5.0,Good,2,High School,Poor,5,No,82.9
S5932,21,Other,8.4,3.2,1.1,No,69.3,9.0,Poor,10,Bachelor,Average,4,No,91.1
S5933,18,Female,3.3,2.8,2.8,No,58.7,6.1,Fair,3,None,Average,10,Yes,64.8
S5934,17,Female,1.5,1.2,3.1,Yes,71.2,8.6,Fair,8,Master,Average,6,Yes,58.7
S5935,17,Other,3.4,2.1,0.8,Yes,64.8,4.8,Good,5,Bachelor,Average,7,Yes,98.8
S5936,19,Female,7.9,2.5,4.4,Yes,91.0,8.5,Good,5,Bachelor,Poor,9,No,63.1
S5937,20,Female,8.2,0.6,0.7,Yes,94.1,7.4,Fair,7,None,Poor,2,No,100.0
S5938,23,Other,0.9,5.3,5.3,No,64.0,3.6,Poor,4,Bachelor,Good,6,Yes,96.4
S5939,18,Female,3.0,0.0,1.0,No,76.2,7.9,Poor,3,Master,Average,1,No,39.9
S5940,19,Other,6.0,0.4,3.2,Yes,57.7,8.6,Good,7,Bachelor,Average,10,No,57.3
S5941,21,Other,7.8,5.6,3.2,No,90.6,4.3,Fair,7,Master,Poor,7,No,42.2
S5942,18,Other,1.9,1.4,3.6,No,81.5,7.1,Good,1,Bachelor,Average,4,No,57.1
S5943,19,Female,7.2,5.6,1.8,Yes,66.0,5.2,Fair,6,None,Poor,8,Yes,94.4
S5944,20,Male,2.8,6.3,4.3,Yes,59.1,7.2,Poor,0,Master,Average,3,No,75.0
S5945,17,Male,6.4,1.6,4.0,No,88.1,5.0,Fair,10,Master,Poor,9,No,65.6
S5946,19,Female,1.0,6.4,1.4,No,68.1,7.0,Poor,9,Bachelor,Poor,10,Yes,49.8
S5947,18,Male,6.1,5.0,3.1,No,97.0,9.4,Poor,0,Master,Average,4,No,97.7
S5948,18,Female,7.5,1.9,4.9,No,78.8,7.2,Good,10,None,Good,2,Yes,41.9
S5949,18,Female,8.4,3.2,2.9,Yes,62.3,8.9,Good,0,None,Good,10,Yes,79.0
S5950,18,Other,2.8,5.8,0.2,Yes,78.6,5.4,Good,4,Master,Average,7,Yes,79.9
S5951,23,Male,2.0,3.5,3.6,Yes,84.1,4.5,Good,8,Master,Average,10,Yes,31.9
S5952,24,Female,4.0,4.4,4.6,Yes,96.8,4.3,Good,1,High School,Average,9,Yes,76.8
S5953,22,Female,3.3,3.4,3.5,Yes,78.8,8.7,Fair,3,High School,Good,10,No,40.1
S5954,24,Other,1.3,6.0,2.1,No,68.6,6.5,Fair,6,Bachelor,Poor,8,No,35.1
S5955,21,Female,5.8,4.6,4.1,Yes,80.5,9.5,Fair,10,None,Poor,3,Yes,99.3
S5956,20,Male,1.4,4.7,0.5,No,93.4,3.9,Poor,5,Master,Poor,8,Yes,74.5
S5957,21,Male,1.7,1.0,3.8,Yes,74.3,6.8,Fair,6,Bachelor,Average,2,Yes,18.5
S5958,22,Male,4.9,2.6,1.0,Yes,65.9,7.7,Fair,10,High School,Good,10,Yes,58.1
S5959,17,Other,8.4,4.6,0.2,No,58.9,6.1,Poor,7,None,Average,3,Yes,97.2
S5960,17,Male,5.5,1.0,4.3,No,88.2,4.1,Poor,4,Master,Poor,8,No,69.7
S5961,18,Male,0.4,0.8,4.3,No,67.4,5.9,Good,3,None,Poor,4,No,18.8
S5962,18,Other,8.3,1.0,5.2,No,61.7,4.7,Fair,2,High School,Average,2,Yes,69.5
S5963,19,Male,0.7,5.2,4.7,Yes,66.6,5.7,Poor,9,High School,Average,5,No,81.8
S5964,22,Male,6.5,2.4,1.0,Yes,95.2,4.4,Poor,8,None,Poor,8,No,77.6
S5965,18,Other,8.3,0.2,3.0,No,86.9,7.2,Poor,1,None,Good,8,Yes,67.1
S5966,24,Female,4.4,2.9,1.7,No,60.8,5.7,Fair,8,High School,Poor,6,Yes,40.8
S5967,19,Male,5.5,6.3,4.5,Yes,96.2,9.6,Good,7,Master,Good,3,Yes,42.8
S5968,23,Male,4.9,0.7,5.4,Yes,56.8,7.8,Good,4,Bachelor,Poor,10,No,89.7
S5969,23,Female,8.0,1.1,5.0,Yes,78.5,8.8,Good,7,High School,Average,8,Yes,23.8
S5970,22,Other,1.8,4.2,4.0,No,63.8,4.8,Fair,1,None,Good,10,No,29.4
S5971,21,Other,5.6,1.9,4.9,No,70.9,8.0,Fair,3,High School,Poor,6,Yes,56.6
S5972,21,Female,4.9,4.3,3.3,No,57.4,9.1,Good,4,High School,Poor,9,No,90.5
S5973,21,Other,6.2,2.5,4.1,Yes,82.5,9.0,Poor,5,Master,Average,3,No,92.4
S5974,21,Other,3.6,5.3,3.8,Yes,57.2,7.2,Good,2,High School,Average,8,No,89.0
S5975,24,Other,4.7,6.4,4.0,Yes,96.5,8.7,Fair,4,Master,Average,1,Yes,55.7
S5976,17,Male,7.6,5.7,5.1,Yes,82.0,6.3,Poor,7,None,Good,7,No,42.5
S5977,22,Male,3.6,3.0,1.4,No,85.6,9.2,Good,6,Bachelor,Poor,8,Yes,75.4
S5978,21,Male,4.7,3.3,0.2,Yes,56.7,7.4,Good,5,Bachelor,Average,4,Yes,61.0
S5979,21,Male,8.4,0.5,0.0,Yes,65.5,9.8,Poor,1,None,Poor,9,Yes,71.4
S5980,24,Female,5.8,0.5,3.6,No,78.7,7.3,Fair,3,Bachelor,Poor,1,No,28.8
S5981,18,Other,1.1,2.5,3.5,No,77.3,7.7,Good,2,None,Average,2,Yes,37.9
S5982,19,Male,7.6,2.1,5.0,Yes,98.5,6.2,Poor,3,Bachelor,Good,4,Yes,19.2
S5983,24,Other,4.7,2.1,3.3,Yes,63.4,8.5,Fair,3,Master,Poor,10,No,71.2
S5984,20,Other,6.6,1.0,4.5,Yes,96.6,6.7,Poor,9,High School,Average,10,Yes,69.6
S5985,18,Other,1.9,0.8,3.9,Yes,65.1,7.0,Fair,5,None,Poor,1,No,97.0
S5986,19,Other,7.6,1.4,0.0,Yes,83.0,8.0,Fair,1,Bachelor,Average,1,No,71.6
S5987,20,Female,5.0,1.9,2.4,No,70.0,6.5,Fair,3,None,Poor,7,Yes,37.4
S5988,24,Male,8.0,1.3,5.0,Yes,91.1,7.8,Good,2,High School,Poor,8,Yes,89.1
S5989,17,Female,6.3,0.6,2.2,No,73.4,8.2,Poor,8,Master,Good,1,No,83.1
S5990,18,Other,5.5,1.2,1.9,No,69.1,8.8,Poor,0,None,Average,10,No,61.0
S5991,22,Other,5.5,5.1,3.5,Yes,91.4,8.3,Poor,8,Bachelor,Poor,3,Yes,55.1
S5992,23,Other,5.7,3.1,3.4,Yes,96.2,9.6,Fair,5,High School,Average,4,No,50.8
S5993,23,Other,3.5,4.4,4.3,Yes,90.8,4.6,Good,10,High School,Good,6,Yes,40.7
S5994,18,Female,6.7,3.9,1.7,No,99.6,6.0,Poor,2,Bachelor,Good,5,Yes,87.9
S5995,22,Male,2.5,2.9,5.1,Yes,88.8,9.6,Poor,7,Master,Good,10,No,88.7
S5996,17,Female,2.0,5.5,0.6,Yes,66.8,4.6,Good,7,Master,Poor,9,No,53.6
S5997,21,Male,4.6,3.5,2.7,No,59.7,5.8,Good,9,Bachelor,Poor,5,No,37.7
S5998,23,Other,2.2,1.9,3.6,Yes,79.1,3.9,Poor,4,None,Poor,1,Yes,67.2
S5999,22,Male,7.0,2.5,2.0,Yes,79.2,4.0,Poor,1,High School,Good,6,Yes,95.1
S6000,22,Male,4.3,2.5,1.6,No,92.8,4.1,Good,10,Master,Poor,10,Yes,19.1
S6001,23,Other,1.3,4.7,1.6,Yes,90.8,6.6,Good,0,High School,Good,1,No,37.8
S6002,19,Male,2.2,0.9,1.6,Yes,57.8,9.5,Poor,8,Bachelor,Good,5,Yes,90.6
S6003,19,Other,2.6,5.6,5.0,No,75.6,3.6,Good,6,Master,Good,7,Yes,20.8
S6004,24,Male,6.8,5.2,3.8,No,98.7,8.2,Good,8,High School,Good,10,Yes,37.1
S6005,20,Other,4.2,0.5,1.3,No,68.0,9.0,Good,10,Master,Good,3,Yes,26.3
S6006,17,Other,1.5,4.7,1.4,No,75.7,4.2,Fair,3,Bachelor,Average,6,No,95.2
S6007,24,Other,2.8,2.3,3.1,No,82.0,3.8,Fair,0,Bachelor,Average,10,Yes,39.6
S6008,24,Female,5.5,2.9,2.3,No,61.7,8.6,Good,6,Bachelor,Good,2,No,50.5
S6009,24,Male,0.5,3.8,2.6,No,59.0,3.9,Good,0,Bachelor,Poor,5,No,67.1
S6010,19,Female,3.9,3.0,4.9,Yes,94.0,9.2,Fair,0,None,Good,3,No,77.8
S6011,19,Female,0.5,6.2,0.3,No,90.9,6.3,Fair,9,None,Average,2,Yes,30.3
S6012,23,Female,7.4,1.0,3.3,No,99.3,6.5,Poor,3,High School,Poor,2,Yes,80.8
S6013,21,Other,4.0,1.9,5.3,No,84.0,7.2,Poor,5,High School,Average,7,No,47.7
S6014,24,Other,7.9,5.4,1.4,Yes,61.6,8.6,Fair,1,Master,Poor,4,Yes,50.5
S6015,23,Other,1.2,2.4,4.7,No,86.8,5.3,Fair,5,Bachelor,Good,6,No,91.7
S6016,18,Other,6.5,0.9,4.1,No,74.9,5.8,Poor,8,High School,Average,7,Yes,79.7
S6017,17,Female,5.2,0.7,1.1,No,59.1,5.1,Poor,3,Master,Average,4,No,25.8
S6018,22,Female,5.1,4.0,3.3,No,84.7,7.6,Fair,8,Bachelor,Poor,3,Yes,24.9
S6019,24,Female,7.8,4.4,5.1,Yes,88.9,8.7,Good,10,High School,Average,8,Yes,83.3
S6020,21,Female,2.0,1.7,1.5,No,64.1,7.0,Fair,4,High School,Good,5,Yes,77.5
S6021,20,Female,5.9,1.8,2.5,No,72.8,9.3,Poor,10,High School,Average,1,No,35.6
S6022,19,Male,3.3,2.3,5.3,Yes,94.0,3.6,Poor,10,Master,Good,8,No,86.8
S6023,18,Male,5.8,1.0,4.2,Yes,74.8,7.2,Fair,5,None,Poor,6,No,43.0
S6024,20,Other,3.5,3.4,0.9,Yes,92.2,6.2,Good,4,High School,Average,8,Yes,23.1
S6025,22,Female,6.7,0.1,2.8,No,82.7,5.0,Poor,5,High School,Good,1,Yes,86.8
S6026,20,Female,3.9,3.7,0.6,No,73.3,6.1,Good,9,None,Average,3,Yes,45.3
S6027,21,Other,6.8,3.3,0.0,Yes,88.5,9.6,Fair,5,Master,Good,9,No,70.2
S6028,24,Male,2.5,4.4,3.4,No,68.4,6.1,Good,4,None,Poor,10,Yes,97.1
S6029,22,Other,6.4,5.9,4.1,Yes,68.1,7.9,Good,9,None,Poor,8,Yes,65.9
S6030,19,Other,6.6,0.5,3.5,No,64.8,4.7,Good,9,None,Good,6,Yes,85.8
S6031,19,Male,8.2,0.1,2.0,No,98.5,7.0,Fair,7,Master,Good,3,Yes,95.1
S6032,22,Male,6.0,2.6,3.3,Yes,64.4,3.8,Fair,7,Bachelor,Poor,5,Yes,81.8
S6033,23,Other,4.4,0.6,1.7,Yes,78.4,6.4,Poor,5,High School,Average,4,Yes,60.1
S6034,21,Male,1.8,1.6,5.1,Yes,79.6,8.1,Fair,1,High School,Poor,10,No,19.0
S6035,22,Female,3.3,2.2,3.7,No,80.6,5.5,Fair,1,Bachelor,Poor,6,No,62.1
S6036,18,Male,3.1,0.6,3.3,Yes,81.5,6.9,Poor,5,High School,Good,9,Yes,89.6
S6037,23,Female,5.2,4.9,3.5,Yes,60.5,6.9,Fair,8,Bachelor,Average,3,Yes,32.7
S6038,22,Male,7.8,4.4,5.2,Yes,89.0,7.3,Fair,8,None,Poor,10,Yes,85.8
S6039,23,Male,7.0,2.8,3.2,Yes,87.4,9.1,Fair,2,High School,Poor,7,No,86.8
S6040,21,Other,3.4,4.6,3.7,Yes,75.5,8.6,Good,0,Bachelor,Poor,1,Yes,66.0
S6041,23,Other,1.2,1.0,0.2,No,83.1,3.7,Fair,3,Bachelor,Average,10,Yes,47.4
S6042,21,Male,7.1,5.1,3.8,Yes,92.7,9.1,Fair,9,High School,Poor,5,No,84.8
S6043,23,Female,1.8,3.8,3.9,Yes,59.2,4.0,Poor,2,Bachelor,Poor,4,Yes,57.5
S6044,17,Female,8.4,2.1,0.3,Yes,57.1,7.8,Poor,3,None,Good,9,No,76.5
S6045,18,Female,4.8,2.3,0.0,Yes,88.6,5.7,Fair,9,High School,Poor,9,No,73.8
S6046,18,Other,1.0,5.8,1.6,Yes,57.2,8.7,Fair,4,Bachelor,Good,9,No,53.8
S6047,17,Male,4.8,4.1,0.3,No,56.6,7.5,Good,8,None,Good,5,Yes,87.5
S6048,24,Male,1.8,5.9,5.0,No,80.7,9.3,Poor,6,None,Poor,10,Yes,56.0
S6049,20,Other,2.1,5.9,3.2,Yes,80.7,8.6,Poor,2,Bachelor,Poor,6,No,28.0
S6050,19,Other,8.0,0.4,2.2,No,77.5,8.8,Poor,1,Bachelor,Poor,10,No,19.4
S6051,19,Male,3.8,5.5,2.7,No,81.3,3.7,Good,7,Bachelor,Good,4,Yes,79.1
S6052,18,Female,4.9,2.4,5.3,No,81.1,8.4,Poor,2,Master,Average,7,No,37.3
S6053,18,Female,0.9,0.9,4.9,Yes,87.4,8.3,Good,5,None,Good,1,No,24.5
S6054,19,Other,0.6,6.4,0.7,No,63.9,6.5,Poor,10,None,Poor,5,No,19.9
S6055,22,Male,2.8,5.5,4.8,No,74.7,5.0,Poor,9,Master,Average,2,No,40.3
S6056,23,Male,1.7,3.3,3.0,No,68.7,5.0,Good,3,None,Good,4,No,66.5
S6057,23,Female,7.7,3.6,1.4,Yes,85.5,6.7,Poor,9,Master,Average,2,Yes,82.7
S6058,23,Male,8.1,1.9,1.1,Yes,84.7,8.3,Fair,3,None,Poor,4,No,62.2
S6059,18,Male,3.1,2.2,2.2,Yes,99.7,8.2,Poor,7,Master,Good,8,Yes,91.2
S6060,23,Female,5.6,0.0,0.7,No,80.5,4.5,Poor,5,High School,Average,4,Yes,80.7
S6061,24,Other,2.7,4.2,5.1,No,66.2,7.4,Poor,2,Master,Poor,5,No,78.4
S6062,17,Male,7.1,6.1,4.6,No,90.1,7.4,Poor,4,None,Average,10,Yes,79.4
S6063,19,Other,3.9,6.2,3.0,Yes,88.2,9.2,Good,5,Bachelor,Average,6,No,77.4
S6064,18,Male,3.5,3.2,0.6,Yes,64.2,4.5,Good,3,Master,Poor,7,No,76.7
S6065,18,Other,5.9,5.1,5.3,Yes,73.7,8.5,Poor,3,Master,Good,4,No,82.1
S6066,18,Other,4.7,2.2,1.5,No,59.4,5.8,Good,4,High School,Poor,1,Yes,92.8
S6067,17,Male,1.6,4.4,5.4,Yes,72.4,6.9,Poor,6,High School,Good,5,No,97.0
S6068,22,Male,4.6,2.6,0.8,No,78.3,6.8,Good,9,Master,Average,5,No,39.3
S6069,20,Male,6.8,1.9,1.9,Yes,78.1,4.7,Fair,9,High School,Poor,5,No,24.0
S6070,17,Male,6.6,3.5,1.7,Yes,97.8,8.6,Good,5,Bachelor,Good,3,No,78.7
S6071,22,Other,7.4,1.0,1.1,Yes,97.4,5.4,Fair,6,Master,Poor,4,No,55.8
S6072,24,Male,8.2,1.5,3.9,Yes,99.2,5.3,Fair,6,Bachelor,Poor,6,Yes,57.3
S6073,18,Female,2.1,1.4,0.5,No,75.6,8.8,Good,5,None,Average,7,No,95.8
S6074,18,Other,6.1,1.4,3.3,Yes,63.1,4.3,Fair,1,None,Good,4,No,38.9
S6075,22,Other,3.8,5.0,5.0,No,88.3,4.7,Good,2,High School,Average,9,No,60.9
S6076,24,Male,6.5,1.6,4.5,No,76.6,7.1,Poor,5,None,Good,8,No,45.4
S6077,24,Male,6.1,3.6,0.5,Yes,69.2,3.6,Good,4,None,Average,10,Yes,89.6
S6078,17,Other,0.1,2.5,3.6,No,68.6,9.1,Fair,1,None,Poor,5,Yes,31.7
S6079,17,Female,0.1,1.4,2.2,No,88.1,9.1,Fair,0,Bachelor,Poor,3,Yes,97.0
S6080,21,Male,6.7,3.2,1.3,Yes,68.2,8.5,Poor,8,High School,Good,2,Yes,78.8
S6081,23,Other,4.6,2.3,0.1,No,77.5,6.3,Poor,0,None,Average,9,Yes,25.3
S6082,17,Female,1.2,4.1,2.8,Yes,83.5,6.6,Poor,3,Master,Poor,9,Yes,74.2
S6083,23,Other,5.8,3.3,0.4,Yes,90.0,4.7,Fair,5,High School,Poor,4,No,66.5
S6084,21,Male,4.0,2.7,1.2,Yes,97.1,8.9,Fair,7,High School,Good,2,Yes,36.9
S6085,20,Other,7.0,4.3,2.7,No,91.4,9.3,Good,0,Master,Good,5,No,66.1
S6086,21,Female,8.3,0.0,2.5,No,67.0,5.6,Good,10,Master,Good,6,Yes,67.1
S6087,18,Female,1.4,3.7,0.2,No,76.4,8.8,Fair,10,Bachelor,Poor,2,Yes,78.8
S6088,20,Female,6.5,1.7,2.8,No,59.2,8.4,Good,5,Bachelor,Average,4,No,64.2
S6089,20,Female,4.6,3.6,3.7,Yes,75.9,7.7,Fair,3,Bachelor,Good,10,No,39.5
S6090,17,Other,7.7,2.4,1.8,No,73.3,8.0,Fair,3,Bachelor,Average,9,No,60.9
S6091,23,Male,0.2,6.1,3.5,Yes,98.3,6.3,Good,0,High School,Average,4,Yes,57.9
S6092,19,Male,7.6,3.5,5.4,Yes,79.4,4.3,Poor,5,None,Average,2,Yes,30.7
S6093,21,Female,7.7,0.2,1.1,No,59.8,6.1,Good,5,High School,Poor,9,Yes,44.7
S6094,22,Other,5.0,4.1,1.8,Yes,86.2,8.7,Fair,3,None,Average,4,Yes,35.1
S6095,23,Male,3.9,0.5,2.1,Yes,91.5,8.6,Poor,0,None,Poor,5,Yes,56.6
S6096,24,Male,6.6,1.2,0.7,No,87.3,8.9,Poor,2,None,Average,10,No,45.2
S6097,24,Female,6.2,3.9,5.1,Yes,85.4,9.4,Fair,9,High School,Good,1,Yes,18.6
S6098,18,Female,3.7,3.6,1.7,Yes,90.5,6.0,Fair,2,None,Average,1,Yes,40.0
S6099,17,Female,4.3,5.4,0.8,No,79.9,7.2,Fair,4,None,Poor,8,Yes,20.9
S6100,24,Male,1.2,5.3,0.9,Yes,87.2,8.8,Poor,3,Bachelor,Good,8,Yes,69.6
S6101,24,Female,8.2,1.4,4.7,Yes,96.9,4.7,Good,4,None,Average,7,Yes,91.6
S6102,18,Male,2.6,4.7,3.3,No,86.1,6.9,Fair,10,High School,Average,5,No,52.7
S6103,24,Female,1.7,3.4,1.7,Yes,65.0,7.9,Poor,5,Bachelor,Average,9,No,44.7
S6104,22,Male,0.2,0.2,2.3,Yes,75.1,4.1,Poor,6,Master,Poor,6,Yes,26.7
S6105,19,Male,0.9,3.0,2.2,Yes,93.4,4.8,Poor,10,High School,Average,1,Yes,74.7
S6106,21,Male,3.2,3.2,0.1,No,56.3,9.6,Poor,10,Bachelor,Poor,3,Yes,90.9
S6107,20,Male,6.0,5.2,4.8,No,94.6,5.8,Good,10,Master,Poor,7,Yes,24.3
S6108,22,Male,0.2,0.6,2.0,Yes,77.5,9.3,Good,4,Master,Good,7,Yes,23.6
S6109,22,Other,5.4,3.3,0.2,No,80.9,6.3,Fair,1,None,Good,5,Yes,98.1
S6110,18,Male,5.1,0.8,4.0,No,78.3,9.5,Fair,6,Bachelor,Poor,6,No,27.9
S6111,19,Other,4.0,4.6,0.2,Yes,94.1,4.2,Fair,5,High School,Good,4,Yes,40.3
S6112,20,Female,0.6,2.2,0.5,Yes,99.9,5.8,Fair,3,Bachelor,Poor,3,No,76.8
S6113,21,Other,6.4,0.8,0.6,No,61.5,6.1,Good,8,None,Good,2,Yes,55.4
S6114,20,Female,4.7,3.8,1.4,No,89.1,9.4,Good,6,Bachelor,Good,5,Yes,97.3
S6115,24,Male,1.7,5.8,4.8,No,59.0,9.6,Good,6,None,Good,5,Yes,60.5
S6116,18,Female,3.7,5.3,2.7,No,87.9,4.9,Good,7,Bachelor,Average,6,No,65.3
S6117,19,Other,6.4,3.5,0.3,Yes,73.8,8.4,Fair,2,Master,Good,8,No,25.9
S6118,20,Female,8.4,5.9,0.6,Yes,75.2,6.0,Poor,10,None,Good,8,No,62.2
S6119,18,Female,7.7,4.8,3.9,No,62.5,4.0,Good,10,Bachelor,Average,5,Yes,52.8
S6120,20,Male,5.9,5.8,4.0,No,79.0,5.8,Fair,4,Master,Poor,3,No,20.7
S6121,21,Male,1.9,2.7,2.2,Yes,60.5,6.3,Good,9,None,Poor,10,No,69.4
S6122,22,Female,1.2,4.7,4.4,Yes,92.6,9.0,Good,4,Master,Poor,7,No,27.5
S6123,19,Male,3.6,3.4,1.4,No,80.2,7.8,Poor,8,Bachelor,Poor,10,No,97.3
S6124,24,Female,3.4,0.9,2.3,Yes,76.5,6.1,Poor,5,Bachelor,Poor,10,Yes,29.7
S6125,19,Female,4.7,0.9,4.3,Yes,99.4,6.7,Poor,2,None,Average,10,Yes,35.1
S6126,18,Other,8.1,0.8,1.7,No,71.4,5.6,Fair,3,Bachelor,Average,8,Yes,27.9
S6127,23,Other,7.4,5.7,3.8,No,70.8,5.5,Poor,6,Bachelor,Poor,4,Yes,94.8
S6128,19,Male,7.2,1.8,5.3,No,65.1,5.0,Poor,0,Master,Poor,9,Yes,94.5
S6129,24,Other,0.3,1.3,1.2,No,75.2,5.0,Poor,10,Bachelor,Average,2,Yes,90.1
S6130,18,Female,6.0,5.4,2.6,Yes,62.9,9.4,Fair,1,Bachelor,Good,3,Yes,68.6
S6131,23,Male,3.1,3.9,3.6,Yes,56.9,5.1,Poor,4,Bachelor,Poor,3,No,33.8
S6132,17,Male,4.8,1.2,0.7,No,95.7,7.5,Poor,7,Master,Poor,5,No,88.8
S6133,21,Male,0.5,2.8,1.0,Yes,62.1,9.1,Good,8,Bachelor,Poor,6,No,20.9
S6134,18,Male,3.5,1.5,2.4,No,65.3,7.4,Good,9,None,Poor,10,Yes,38.1
S6135,21,Female,6.3,4.5,0.2,No,96.9,9.5,Fair,1,Master,Good,3,Yes,30.4
S6136,20,Male,8.0,3.6,0.3,Yes,84.5,4.2,Poor,3,None,Good,8,No,52.8
S6137,24,Male,3.1,0.6,4.1,Yes,98.3,4.4,Poor,0,Bachelor,Good,10,No,18.5
S6138,18,Male,0.8,6.1,3.4,Yes,94.1,7.9,Fair,2,Bachelor,Poor,3,No,84.7
S6139,22,Other,5.0,4.8,4.2,No,60.3,4.2,Fair,0,Master,Average,4,Yes,30.9
S6140,18,Other,5.7,1.8,0.9,No,70.5,6.0,Poor,4,Master,Good,3,Yes,20.0
S6141,19,Male,1.4,4.6,0.7,Yes,68.6,8.4,Fair,3,High School,Average,2,No,93.5
S6142,18,Female,5.8,6.2,4.8,Yes,80.4,5.0,Fair,7,Master,Good,4,Yes,47.5
S6143,21,Female,6.1,2.8,2.2,No,92.7,5.5,Good,1,Bachelor,Good,9,No,72.2
S6144,21,Other,1.1,1.9,0.1,Yes,70.6,4.9,Poor,6,Master,Good,8,Yes,89.7
S6145,18,Male,6.4,2.8,2.0,No,71.4,7.2,Good,4,None,Good,5,No,87.4
S6146,19,Other,2.0,2.9,3.4,No,88.2,8.7,Good,2,Bachelor,Poor,1,Yes,68.0
S6147,24,Male,7.8,0.4,2.5,No,88.4,8.3,Poor,7,None,Poor,10,Yes,28.8
S6148,18,Male,5.4,0.7,5.1,No,68.6,5.2,Good,2,High School,Average,10,No,58.6
S6149,20,Other,8.2,4.0,0.9,No,66.0,9.6,Good,3,None,Poor,4,No,84.6
S6150,19,Female,7.5,4.4,0.8,No,72.9,6.8,Fair,9,Master,Good,10,No,46.3
S6151,21,Male,3.8,3.1,4.7,No,59.0,8.4,Fair,8,Bachelor,Average,6,No,61.8
